Germany West Central,Europe,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/germanywestcentral,50.110924,8.682127,germanywestcentral,germanynorth,Frankfurt,Recommended,(Europe) Germany West Central,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Global,,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/global,,,global,,,Other,Global,Logical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
India,,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/india,,,india,,,Other,India,Logical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Japan,,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/japan,,,japan,,,Other,Japan,Logical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Japan East,Asia Pacific,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/japaneast,35.68,139.77,japaneast,japanwest,Tokyo Saitama,Recommended,(Asia Pacific) Japan East,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Japan West,Asia Pacific,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/japanwest,34.6939,135.5022,japanwest,japaneast,Osaka,Other,(Asia Pacific) Japan West,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Jio India Central,Asia Pacific,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/jioindiacentral,21.146633,79.08886,jioindiacentral,jioindiawest,Nagpur,Other,(Asia Pacific) Jio India Central,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Jio India West,Asia Pacific,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/jioindiawest,22.470701,70.05773,jioindiawest,jioindiacentral,Jamnagar,Recommended,(Asia Pacific) Jio India West,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Korea,,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/korea,,,korea,,,Other,Korea,Logical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Korea Central,Asia Pacific,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/koreacentral,37.5665,126.978,koreacentral,koreasouth,Seoul,Recommended,(Asia Pacific) Korea Central,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Korea South,Asia Pacific,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/koreasouth,35.1796,129.0756,koreasouth,koreacentral,Busan,Other,(Asia Pacific) Korea South,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
North Central US,US,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/northcentralus,41.8819,-87.6278,northcentralus,southcentralus,Illinois,Recommended,(US) North Central US,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
North Central US (Stage),US,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/northcentralusstage,,,northcentralusstage,,,Other,(US) North Central US (Stage),Logical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
North Europe,Europe,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/northeurope,53.3478,-6.2597,northeurope,westeurope,Ireland,Recommended,(Europe) North Europe,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Norway,,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/norway,,,norway,,,Other,Norway,Logical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Norway East,Europe,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/norwayeast,59.913868,10.752245,norwayeast,norwaywest,Norway,Recommended,(Europe) Norway East,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Norway West,Europe,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/norwaywest,58.969975,5.733107,norwaywest,norwayeast,Norway,Other,(Europe) Norway West,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
South Africa,,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/southafrica,,,southafrica,,,Other,South Africa,Logical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
South Africa North,Africa,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/southafricanorth,-25.73134,28.21837,southafricanorth,southafricawest,Johannesburg,Recommended,(Africa) South Africa North,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
South Africa West,Africa,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/southafricawest,-34.075691,18.843266,southafricawest,southafricanorth,Cape Town,Other,(Africa) South Africa West,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
South Central US,US,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/southcentralus,29.4167,-98.5,southcentralus,northcentralus,Texas,Recommended,(US) South Central US,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
South Central US (Stage),US,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/southcentralusstage,,,southcentralusstage,,,Other,(US) South Central US (Stage),Logical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
South India,Asia Pacific,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/southindia,12.9822,80.1636,southindia,centralindia,Chennai,Other,(Asia Pacific) South India,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Southeast Asia,Asia Pacific,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/southeastasia,1.283,103.833,southeastasia,eastasia,Singapore,Recommended,(Asia Pacific) Southeast Asia,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Southeast Asia (Stage),Asia Pacific,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/southeastasiastage,,,southeastasiastage,,,Other,(Asia Pacific) Southeast Asia (Stage),Logical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Sweden Central,Europe,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/swedencentral,60.67488,17.14127,swedencentral,swedensouth,Gävle,Recommended,(Europe) Sweden Central,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Switzerland,,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/switzerland,,,switzerland,,,Other,Switzerland,Logical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Switzerland North,Europe,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/switzerlandnorth,47.451542,8.564572,switzerlandnorth,switzerlandwest,Zurich,Recommended,(Europe) Switzerland North,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
Switzerland West,Europe,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/switzerlandwest,46.204391,6.143158,switzerlandwest,switzerlandnorth,Geneva,Other,(Europe) Switzerland West,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
UAE Central,Middle East,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/uaecentral,24.466667,54.366669,uaecentral,uaenorth,Abu Dhabi,Other,(Middle East) UAE Central,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
UAE North,Middle East,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/uaenorth,25.266666,55.316666,uaenorth,uaecentral,Dubai,Recommended,(Middle East) UAE North,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
UK South,Europe,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/uksouth,50.941,-0.799,uksouth,ukwest,London,Recommended,(Europe) UK South,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
UK West,Europe,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/ukwest,53.427,-3.084,ukwest,uksouth,Cardiff,Other,(Europe) UK West,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
United Arab Emirates,,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/uae,,,uae,,,Other,United Arab Emirates,Logical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
United Kingdom,,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/uk,,,uk,,,Other,United Kingdom,Logical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
United States,,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/unitedstates,,,unitedstates,,,Other,United States,Logical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
West Central US,US,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/westcentralus,40.89,-110.234,westcentralus,westus2,Wyoming,Other,(US) West Central US,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
West Europe,Europe,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/westeurope,52.3667,4.9,westeurope,northeurope,Netherlands,Recommended,(Europe) West Europe,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
West India,Asia Pacific,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/westindia,19.088,72.868,westindia,southindia,Mumbai,Other,(Asia Pacific) West India,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
West US,US,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/westus,37.783,-122.417,westus,eastus,California,Recommended,(US) West US,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
West US (Stage),US,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/westusstage,,,westusstage,,,Other,(US) West US (Stage),Logical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
West US 2,US,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/westus2,47.233,-119.852,westus2,westcentralus,Washington,Recommended,(US) West US 2,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
West US 2 (Stage),US,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/westus2stage,,,westus2stage,,,Other,(US) West US 2 (Stage),Logical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
West US 3,US,/subscriptions/cd3b4810-bb97-4f99-9eaa-20c547ee30cb/locations/westus3,33.448376,-112.074036,westus3,eastus,Phoenix,Recommended,(US) West US 3,Physical,cd3b4810-bb97-4f99-9eaa-20c547ee30cb
